NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190001930711,2019,2304400,Fortaleza,23,CE,19,F,1,3,1,2304400.0,Fortaleza,23.0,CE,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,510.0,513.0,515.0,472.0,483.3,496.4,458.0,BDDBBCEDCDDCEBAECBBADADEAEEEBCBEECECBCBECDCCC,AECCAADBABEAAACCCCCCCEBBEADECBCCEABEEBEDAAEDE,99999DABBAABDEABEAEEEEDCDDABBEEDDBCCDEAABCCBEACAAC,EACADBACAEDDBBACABCAABEDACDECBCCEEDCACEBCECDB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,100.0,120.0,100.0,100.0,540.0,C,B,C,B,5,B,C,C,C,A,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B
190001966554,2019,2304400,Fortaleza,23,CE,36,M,2,1,1,2304400.0,Fortaleza,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,C,A,2,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A
190003271667,2019,2304400,Fortaleza,23,CE,34,M,2,3,1,1501402.0,Bel\xe9m,15.0,PA,1,13,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,509.0,514.0,515.0,436.2,498.1,512.1,516.3,CCDDDCDDDDCCBBACBEECBEDDCDDEEDBEBDAEAABAABAAC,CBCBAADCAAACBABCEAECBBEECABABCCEADCECADEBACEB,99999EDEDBBBCBDBBDBBAAEDDDADAECBAACDDDEAAEEACEEDAA,AABBACDCABCDADBACEACABBABECEEEBAECCEAEDAABDED,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,100.0,120.0,120.0,0.0,440.0,B,E,D,D,6,D,A,C,D,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
190004191225,2019,2304400,Fortaleza,23,CE,17,M,1,1,1,2304400.0,Fortaleza,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,510.0,513.0,515.0,624.1,659.9,604.0,744.2,CEECDCDEADCACDDEBBAEBAADBBADBBDBECBBBBDEDBADC,EEBCEBABADAECBAECCADCEBACDBEEBBACACBAADDBAACA,AEBBE99999ABCCBCEAAECBDEBDADECAEBCDBCEBEBADDBDBBCC,EBDADCCBBBCBCDBDEECDDECBCCDECEDCEABECBCEDBEAB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,160.0,120.0,200.0,180.0,800.0,C,C,F,C,3,D,A,D,D,B,A,B,A,B,B,B,A,B,D,A,B,D,B,C,B
190001625884,2019,2304400,Fortaleza,23,CE,25,F,1,3,1,2304400.0,Fortaleza,23.0,CE,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,F,F,D,C,5,C,A,B,B,A,B,B,A,B,A,A,A,A,C,A,A,D,A,A,B
190003113275,2019,2304400,Fortaleza,23,CE,20,M,1,1,1,2304400.0,Fortaleza,23.0,CE,2,0,3,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,510.0,513.0,516.0,465.8,458.2,463.2,426.5,DCECCDEADDBDCABABBADABAEDBCACCBDCEBCBBDECABCC,AECCCAEBBDAADBDCBADABEEDDDBDACECDBCEBBAACDEDE,DDEBA99999BBEDBAAECBEBDCEAAAEECCBDCABEECBAECBADCBA,EACEADBCDEBCBDECBCEBCADCABAEABABABBDEEAADDABC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,120.0,100.0,100.0,80.0,500.0,F,E,F,D,3,C,A,C,C,A,A,B,A,B,A,B,A,A,C,A,A,D,A,B,B
190005695712,2019,2304400,Fortaleza,23,CE,18,M,1,4,1,2304400.0,Fortaleza,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,1,1,0,,508.0,512.0,,,529.8,510.8,,,AACCACBCBEAEACBBDCADBEBDCCBDECCCBBEBBBDADACBC,99999ADBEEACABDDBCABCABCCEADBECAEEDABDBEEBBDCABDDA,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,F,F,D,C,3,F,A,B,C,B,A,B,A,B,A,B,A,A,B,B,A,D,B,A,B
190002744025,2019,2304400,Fortaleza,23,CE,28,M,1,1,1,2933307.0,Vit\xf3ria da Conquista,29.0,BA,1,10,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,508.0,512.0,515.0,696.5,666.7,640.8,842.7,AAECCCDEADEBCDDEBCBACDAEABCDBDBEEBBBCCBEBDADC,ABABADCECEEEACBADCBAEDBBAADDEACDEBABCECADACBC,BBEDA99999CCACAECBECCADCCEABBCDDEDDAADDEECDCCBAECC,EEEADBEBABABCDBABECEDACBCBDACEDBEABDCACEDBBAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,200.0,140.0,160.0,120.0,780.0,E,E,D,D,1,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,B
190004443702,2019,2304400,Fortaleza,23,CE,24,M,1,3,1,2304400.0,Fortaleza,23.0,CE,1,6,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,C,D,B,B,4,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A
190003582463,2019,2304400,Fortaleza,23,CE,19,M,1,2,1,2304400.0,Fortaleza,23.0,CE,2,0,2,1.0,0,23077808.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,1,1,0,,508.0,512.0,,,455.1,511.7,,,CBBCDAB*BDDEBEABACEEBDCEDDADACDDCCDEDABABCBBA,99999BAECCCDBBEEADCECACCBEDABDCBABCAADCEBCDCEADBBA,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,120.0,100.0,80.0,80.0,60.0,440.0,D,D,B,C,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190005047809,2019,2304400,Fortaleza,23,CE,18,M,1,3,1,2304400.0,Fortaleza,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,509.0,514.0,515.0,570.4,535.1,573.0,554.3,AAECEDCEDDCBDDBCBBBACEBAAACABDCEDCBCBEDEDDACB,CAABAEACBBABCBBDAABCBCEBDCCABBBCBCCECEEBBAEDB,99999CDBDABBCCCEEAEBAABDBCDCBEDCECACDCDADEACCBAECB,EDDADBDACBCDCDBADCCCADCACDCBDCBAECDABEDBADCCD,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,120.0,120.0,120.0,140.0,600.0,E,E,D,F,2,E,A,C,C,A,A,B,B,A,A,B,A,A,C,A,B,E,A,A,B
190005204349,2019,2304400,Fortaleza,23,CE,20,M,1,1,1,2304400.0,Fortaleza,23.0,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,507.0,511.0,517.0,572.7,654.5,602.5,760.7,AEDDBBCEECACBADCDCBCEBBAAEADCBAEBEADACEEEACDD,BA.BBBAECBACBCEEEBCACACBEDBACADBAEDEADBECACDB,99999ABCEDBCBAACDDDCCBAECAAECEECACCDEBAADD.ABDCBDE,AACBDBEBBEECDAEBADCBDDBACECCDDCADCBCBDEAEDCEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,160.0,160.0,180.0,140.0,800.0,E,F,D,E,4,G,A,C,D,C,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
190004436590,2019,2304400,Fortaleza,23,CE,18,F,1,2,1,2304400.0,Fortaleza,23.0,CE,2,0,2,1.0,0,23078170.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,507.0,511.0,515.0,333.4,470.1,514.6,406.4,DBEEBEADDCBAEBEBDBCEBBBDEAEEDCEDDCBCAEDCDECCD,BCEAABACABABBEAACDDACACAEABADEBAAECEBBEEEACBB,CEABA99999CAEBABDDEBDAAEEEEACCEEDDCCDDDACDCEBDECDA,ECBEEABEEBCABDAEECECAEDCADCECAEDDCBAAEDCACDBB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,160.0,100.0,140.0,80.0,580.0,H,B,F,C,5,B,A,B,B,A,A,B,B,A,A,A,A,A,B,B,A,B,A,A,B
190003572462,2019,2304400,Fortaleza,23,CE,21,F,1,1,1,2311603.0,Reden\xe7\xe3o,23.0,CE,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,F,B,B,B,1,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190001676789,2019,2304400,Fortaleza,23,CE,22,F,1,4,1,2304400.0,Fortaleza,23.0,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,507.0,511.0,515.0,430.8,380.1,429.7,398.8,CBDBECBDACCBDBACBDBACCABBDBECDECDABEDCEBABDBC,ADCDEBECBBDBAACBCEEBDBACBECEACCACBDBBDECEADCD,BDADC99999CCBBDBEAEDCADBEBADDECBBCEBDCABCEDBAACDBE,ECBABDDCBCAEBBAECCADCABEECBCBDEBBDCBACEBBCDAB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,100.0,140.0,120.0,80.0,560.0,E,D,F,F,3,B,A,B,A,A,A,B,B,B,B,B,A,A,C,A,A,B,A,A,B
190001943721,2019,2304400,Fortaleza,23,CE,22,M,1,3,1,2304400.0,Fortaleza,23.0,CE,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,507.0,511.0,516.0,591.5,628.3,617.7,797.3,BBCDEEBEEBBEEDDBCDAEABBDEDBBBCCACCACBDADBABDB,EEEBABABDBACACEEEACDCACEEDDCCAEBEADCADBAEACDB,BDABE99999DCBAADDBECDAAECBEDEBECECCAEBAABDEABCBCEE,BEDEEEAADDABAECBADBACECBDAEABCBDCCEDCCCBCCDBE,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,160.0,180.0,180.0,120.0,800.0,E,F,D,D,5,G,A,C,D,B,B,B,A,B,A,A,A,A,B,A,A,E,A,C,B
190003562106,2019,2304400,Fortaleza,23,CE,23,M,1,3,1,2306405.0,Itapipoca,23.0,CE,2,0,2,,0,23067918.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,H,F,F,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190002798549,2019,2304400,Fortaleza,23,CE,19,M,1,1,1,2304400.0,Fortaleza,23.0,CE,2,0,2,1.0,0,23066709.0,2304400.0,Fortaleza,23.0,CE,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,D,B,B,4,E,A,C,C,A,A,B,B,B,A,A,A,A,B,B,A,E,A,B,B
190001669919,2019,2304400,Fortaleza,23,CE,22,F,1,1,1,4314902.0,Porto Alegre,43.0,RS,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,509.0,514.0,518.0,669.8,670.3,656.1,631.8,CADACEABCCCCBBBBBECCCACDDAECABCEBAEAEADEADAAE,ACACEEBCCBACADBABACCEEABCCAADCEBEACBEDDBBAACB,EBCAD99999BAABCDEDEDAAADDAECCECBDBADBCDAAECECCAECB,DDACADEABCDDEDDECABDBCECADCEABEEABCABECEBAACB,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,200.0,180.0,200.0,200.0,940.0,G,E,E,D,4,P,A,E,D,B,A,B,B,B,B,B,B,B,E,B,B,E,B,D,B
190001967331,2019,2304400,Fortaleza,23,CE,23,M,1,1,1,2304400.0,Fortaleza,23.0,CE,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,507.0,511.0,518.0,434.1,385.2,543.3,435.4,CDBDDDABDEBCBE.DDDAABBDDDCCBABEECCABCDABDBEAC,DCDCCCBCDCBBCCEDACBCBDEEDAABCCECCBBBBBBBBBBBB,CDABD99999BCABDDDCCCDABDCDDECCBAECEBEBEADDDDCCCCDB,ADBDAEAAEBABECDBBACABDCCADDDDBCAEABBEABBCDBEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,80.0,120.0,120.0,100.0,40.0,460.0,E,E,B,B,4,G,A,C,C,B,A,B,A,A,A,B,A,A,B,A,A,C,B,B,B
190003263556,2019,2304400,Fortaleza,23,CE,20,M,1,5,1,2304400.0,Fortaleza,23.0,CE,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,507.0,511.0,518.0,390.5,411.7,475.1,476.8,BEDABCDEBEACBECABBECBDEBDBECBDCEDBACBDEECBADC,ABDCEECACDBACCAEDDBCABBDEDBBAABEEDACCBACEDCAB,CEACB99999DBDECCBADCDABBCDEEDBAABCECEDBBCDABEBCADE,BCAEDCCABDCEDACEDDCABDECBAABDCDBBACDCE*CEACBE,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,100.0,120.0,120.0,140.0,120.0,600.0,B,B,B,C,6,D,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B
190003249084,2019,2304400,Fortaleza,23,CE,19,M,1,3,1,2304400.0,Fortaleza,23.0,CE,2,0,2,1.0,0,23069171.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,526.5,594.7,568.3,557.4,DEDAABCDECBCDCECEEBDEBAADBEBCECBACDCBDAECBCCB,EEDCEDDBADBAEBABBEADBEEACCBECECACBBCAEABBBDDB,ADBBE99999EBBCDCAACECBDDEDADBCAADCDCEEAEBABCDADCBE,AAADBABBCCECDDBCAABDBDECDBDBDDAECEBBDBAAEBBBC,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,140.0,140.0,620.0,H,H,F,B,5,C,A,E,E,C,A,B,A,B,A,B,A,A,E,B,B,E,A,C,B
190005031277,2019,2304400,Fortaleza,23,CE,32,F,2,1,1,2304251.0,Cruz,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,510.0,513.0,518.0,570.5,594.2,557.5,684.0,DAAABCACCDDCBEEADEADABCDBACCABBDEDECAADEADADE,EEBCAEEBADADABABCBAABDEDCABEEEBDCACDAADCEADCB,DEBCE99999ABECCDAAAECDDEDDAAECEDACDCAECEBAEAECBCED,DBCBABCAADEACEABCEEAADEDEBCEABEABCADEECBDABCE,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,0.0,480.0,C,C,A,A,4,G,A,C,D,B,B,B,A,B,A,B,A,A,B,B,A,C,A,B,B
